id,description,Ollama_Response
2104212,"Dear maintainer, we are going to drop i686 java-openjdk packages in f37 - https://fedoraproject.org/wiki/Changes/Drop_i686_JDKs
Your package (maybe jsut some subpakcage) is transitively affected by this change:

coreutils<-libselinux<-ruby<-git<-subversion<-java-11-openjdk-devel
coreutils<-gnupg2<-libksba<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-libselinux<-swig<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-libselinux<-swig<-R-devel<-R-java-devel<-java-17-openjdk-devel
coreutils<-gnupg2<-libassuan<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-gnupg2<-libgcrypt<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-strace<-libselinux<-ruby<-git<-subversion<-java-11-openjdk-devel
coreutils<-libselinux<-swig<-octave-devel<-octave<-java-17-openjdk-headless
coreutils<-gnupg2<-libgpg-error<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-libselinux<-ruby<-git<-subversion<-junit<-java-17-openjdk-headless
coreutils<-libselinux<-ruby<-git<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-gnupg2<-docbook-utils<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-attr<-gnupg2<-libksba<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-libselinux<-ruby-devel<-ruby<-git<-subversion<-java-11-openjdk-devel
coreutils<-attr<-gnupg2<-libassuan<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-attr<-gnupg2<-libgcrypt<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-strace<-libselinux<-swig<-R-devel<-R-java-devel<-java-17-openjdk-devel
coreutils<-strace<-libselinux<-swig<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-libselinux<-ruby<-git<-perl-Git<-git<-subversion<-java-11-openjdk-devel
coreutils<-gnupg2<-libksba<-gawk<-git<-subversion<-junit<-java-17-openjdk-headless
coreutils<-libselinux<-ruby<-rubypick<-ruby<-git<-subversion<-java-11-openjdk-devel
coreutils<-attr<-gnupg2<-libgpg-error<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-libselinux<-swig<-gawk<-git<-subversion<-junit<-java-17-openjdk-headless
coreutils<-libselinux<-ruby<-git<-acl<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-gnupg2<-libksba<-gawk<-git<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-strace<-libselinux<-swig<-octave-devel<-octave<-java-17-openjdk-headless
coreutils<-gnupg2<-libgcrypt<-gawk<-git<-subversion<-junit<-java-17-openjdk-headless
coreutils<-libselinux<-swig<-gawk<-git<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-attr<-gnupg2<-docbook-utils<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-gnupg2<-libassuan<-gawk<-git<-subversion<-junit<-java-17-openjdk-headless
coreutils<-libselinux-utils<-libselinux<-ruby<-git<-subversion<-java-11-openjdk-devel
coreutils<-libselinux<-swig<-ruby-devel<-ruby<-git<-subversion<-java-11-openjdk-devel
coreutils<-libselinux-devel<-libselinux<-ruby<-git<-subversion<-java-11-openjdk-devel
coreutils<-strace<-libselinux<-ruby<-git<-subversion<-junit<-java-17-openjdk-headless
coreutils<-gnupg2<-libgcrypt<-gawk<-git<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-gnupg2<-libassuan<-gawk<-git<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-gnupg2<-libksba<-gawk<-ghostscript<-git<-subversion<-java-11-openjdk-devel
coreutils<-strace<-libselinux<-ruby<-git<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-libselinux<-swig<-gawk<-ghostscript<-git<-subversion<-java-11-openjdk-devel
coreutils<-libselinux<-swig<-golang<-procps-ng<-git<-subversion<-java-11-openjdk-devel
coreutils<-gnupg2<-libksba<-libgpg-error<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-libselinux<-ruby<-git<-subversion<-junit<-hamcrest<-java-17-openjdk-headless
coreutils<-gnupg2<-libksba<-gawk<-git<-perl-Git<-git<-subversion<-java-11-openjdk-devel
coreutils<-gnupg2<-libassuan<-gawk<-ghostscript<-git<-subversion<-java-11-openjdk-devel
coreutils<-gnupg2<-libksba-devel<-libksba<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-strace<-libselinux<-ruby-devel<-ruby<-git<-subversion<-java-11-openjdk-devel
coreutils<-gnupg2<-libgcrypt<-gawk<-ghostscript<-git<-subversion<-java-11-openjdk-devel
coreutils<-gnupg2<-libgpg-error<-gawk<-git<-subversion<-junit<-java-17-openjdk-headless
coreutils<-gnupg2<-libgcrypt<-libgpg-error<-gawk<-git<-subversion<-java-11-openjdk-devel
coreutils<-libselinux<-ruby<-git<-tar<-acl<-gawk<-git<-subversion<-java-11-openjdk-devel
Shown 50 from 875


This package was selected as one of the most crucial, which when missing, will burn distro down.
Please take care, and adapt  your package to exclude java on i686. For your convenience, there was added macro %{java_arches}, including all arches java is available on,  which you can use to ifarch-out java specific features out in i686 (on non-java arches). Although for plain java package, the change is as simple as https://src.fedoraproject.org/rpms/maven/c/520942645bfd1e4721dacd536a6ccbf80495a8ae?branch=rawhide, you can not use it. The ExclusiveArch: %{java_arches} is not going to work for you, because your package is not simple java application, and also non-java world depends on it (even if you are one of dozen noarchs in this set)
See exemplar PR: https://src.fedoraproject.org/rpms/graphviz/pull-request/9#request_diff
See more details eg in:: https://bugzilla.redhat.com/show_bug.cgi?id=2102298
See why in : https://pagure.io/fesco/issue/2772
Please read carefully proposal: https://fedoraproject.org/wiki/Changes/Drop_i686_JDKs
Please see tracking bug for most up to date informations: https://bugzilla.redhat.com/show_bug.cgi?id=2083750
(note, that direct dependencies are already work in progress - native reported and worked on, noarch ones autoadjusted)

I'm terribly sorry to report this bug so late in f37 lifecycle. If you can, please handle this with priority.",None
1993544,"Description of problem:
`tr -d` does not delete non-latin chars as it have to.
Sed does the same correctly.

# 8<-----
# tr does not work with non-latin
$ echo абвАБВіїІЇ | tr -d абв
���ії��
$ echo ÄÖÜäöü | tr -d [:alpha:]
ÄÖÜäöü
$ echo ÄÖÜäöü | tr -d [[:alpha:]]
ÄÖÜäöü
# tr works with latin
$ echo abcABC | tr -d [:alpha:]

$ echo abcABC | tr -d [[:alpha:]]

$

# sed works with non-latin
$ echo абвАБВіїІЇ | sed s/[абв]*//
АБВіїІЇ
$ echo абвАБВіїІЇ | sed s/[[:alpha:]]*//

$ echo ÄÖÜäöü | sed s/[[:alpha:]]*//

$
# ----->8

Environment:
$ set | grep ^LANG
LANG=uk_UA.UTF-8
LANGUAGE=

Setting `LANG=en_US.UTF-8` does not fix `tr -d`

Package versions:
coreutils-8.32-30.fc34.x86_64
sed-4.8-7.fc34.x86_64","```sh
echo абвАБВіїІЇ | tr -d абв
echo ÄÖÜäöü | tr -d [:alpha:]
echo ÄÖÜäöü | tr -d [[:alpha:]]
```"
2066546,"Version-Release number of selected component:
coreutils-9.0-3.fc36

Additional info:
reporter:       libreport-2.17.1
backtrace_rating: 4
cgroup:         0::/user.slice/user-1000.slice/user@1000.service/app.slice/app-org.gnome.Terminal.slice/vte-spawn-80e1d9e0-dfe5-4704-84bd-ffaef9f262f2.scope
cmdline:        sleep 500
crash_function: __clock_nanosleep
executable:     /usr/bin/sleep
journald_cursor: s=13c8a06651cc4e01853f07521d0b656f;i=145c;b=b10d2f2891fc469eb7f52fe5ba2909c8;m=1303a184d;t=5dac65b4f5587;x=531f2eaeb8dbc782
kernel:         5.17.0-0.rc7.116.fc36.x86_64
rootdir:        /
runlevel:       N 5
type:           CCpp
uid:            0

Truncated backtrace:
Thread no. 1 (4 frames)
 #0 __clock_nanosleep at ../sysdeps/unix/sysv/linux/clock_nanosleep.c:71
 #1 __nanosleep at ../sysdeps/unix/sysv/linux/nanosleep.c:25
 #2 rpl_nanosleep at ../lib/nanosleep.c:85
 #3 xnanosleep at ../lib/xnanosleep.c:69",sleep 500
2035258,"Description of problem:

I'm trying to find/execute /usr/bin/install coreutils program.

Version-Release number of selected component (if applicable):

coreutils-8.32-31.fc35.x86_64

How reproducible:

Always

Steps to Reproduce:
1.install coreutils package
2.sudo /usr/bin/install
3.command not found

Actual results:

program not found 

another coretuils are found for example

which id
/usr/bin/id

Expected results:

found in /usr/bin/install

Additional info:

I've realized and I've found a carpet in /usr/bin called install

Regards.,",None
1831575,"Description of problem:
If passing a date from a different timezone can fail, depending on the local time zone.

Version-Release number of selected component (if applicable):
coreutils-8.32-4.fc33.x86_64
I have observed the same behaviour in Fedora 30 and 31

How reproducible:
always

Steps to Reproduce:
1.TZ=Europe/Berlin date -d '05/12/2020 11:00 CET'

Actual results:
date: invalid date ‘05/12/2020 11:00 CET’

Expected results:
Tue 12 May 2020 12:00:00 PM CEST

Additional info:
Going first to UTC works:
TZ=Europe/Berlin date -d ""$(TZ=UTC date -d '05/12/2020 11:00 CET')""
Also using CEST directly also works:
TZ=CEST date -d '05/12/2020 11:00 CET'",TZ=Europe/Berlin date -d '05/12/2020 11:00 CET'
749704,"Description of problem:
Suppose ones want lower case abbreviated day-of-week names. By default %a produces capitalized names, eg Fri.  Using %^a correctly produces upper case. Using %#a unfortunately produces the same as %^A, ie. FRI. Quite clearly FRI is not the opposite case of Fri.  Instead of an 'opposite case' modifier (which seems to be quite useless because the case of the normal output is already definitively known) there should be a pure lower case modifier.

Version-Release number of selected component (if applicable):
coreutils-8.10-2

How reproducible:
Always

Steps to Reproduce:
1. date +%a
2. date +^a
3. date +#a
4. date +%/a
  
Actual results:
1. Fri
2. FRI
3. FRI
4. %/a

Expected results:
1. Fri
2. FRI
3. fRI
4. fri

Additional info:
In above I have chosen a / modifier for lower case (only because it almost looks like a lower case 'l', and doesn't need any shell escape).  Also, 
a proper lower case modifier obsoletes the %P (which should never have been implemented that way - modifiers are for modifying, alpha characters are for unique formats - but that is an error in strftime(3) which coreutils/date imitates).

Yet again, it looks like I am the only person left on the planet who uses 'date' and bothers to file a bug report.  If this report meets with the usual 'you should file upstream' or 'not a bug' then this will be the last bug report I ever file ... and then I will join the other happy people who never waste their valuable time filing bug reports.","```
date +%a
date +^a
date +#a
```"
963134,"The 'fmt' tool uses bytes to count line length instead of measuring how wide (in columns) the text actually is.  This yields strange results when working with multibyte encodings, such as UTF-8.

Note the manual page also uses the term ""columns"", not ""bytes"" or ""characters"".  If you implement this feature, remember some characters, e.g. CJK, can take more than one column, too.","echo -e ""\u4E2D\u6587\n"" | fmt -w 10"
1956080,"Description of problem:

cp --reflink=never creates shared extents


Version-Release number of selected component (if applicable):
coreutils-8.32-23.fc34.x86_64

How reproducible:
Always

Steps to Reproduce:
1. cp --reflink=never a b
2. filefrag -v a; filefrag -v b
3.

Actual results:

a and b share all extents


Expected results:

They should not be reflink copies


Additional info:

Just a guess but when I strace the command using --reflink=never I see:

copy_file_range(3, NULL, 4, NULL, 9223372035781033984, 0) = 65843200
copy_file_range(3, NULL, 4, NULL, 9223372035781033984, 0) = 0


And I see in the change log:


* Wed Mar 24 2021 Kamil Dudka <kdudka@redhat.com> - 8.32-20
- cp: use copy_file_range if available

So I wonder if there isn't a reflink=never exception to that change?","```
cp --reflink=never a b
filefrag -v a; filefrag -v b
```"
1913358,"Description of problem:

df(1) is exiting with a non-zero return code when run as a normal user:


$ df -h > /dev/null; echo $?
df: /run/user/1000/doc: Operation not permitted
1


Version-Release number of selected component (if applicable):


  xdg-desktop-portal-1.8.0-1.fc33.x86_64


How reproducible:

Always

Steps to Reproduce:
1. xdg-document-portal.service is running, as it is the default
2. execute df w/o for all file systems
3. RC 1

Actual results:

df: /run/user/1000/doc: Operation not permitted


Expected results:

df should exit with RC 0 and stderr should be empty.

Additional info:

This has discussed in:

> df: /run/user/1000/doc: Operation not permitted
> https://bugs.launchpad.net/ubuntu/+source/xdg-desktop-portal/+bug/1905623

and also upstream in:

> df (and other commands) fail on /root/.cache/doc #512
> https://github.com/flatpak/xdg-desktop-portal/issues/512

The workaround is to disable (and mask) xdg-document-portal.service. However, xdg-desktop-portal cannot be uninstalled as gnome-shell depends on it for some reason.",df -h > /dev/null; echo $?
1992341,"Version-Release number of selected component:
coreutils-8.32-30.fc34

Additional info:
reporter:       libreport-2.15.2
backtrace_rating: 3
cgroup:         0::/user.slice/user-1000.slice/user@1000.service/app.slice/app-glib-brave\x2dbrowser-371232.scope
cmdline:        /bin/true
crash_function: _dbus_warn_check_failed
executable:     /usr/bin/true
journald_cursor: s=f77c72a376334d53a3a4f7d330965b2e;i=54319;b=21a7f6e3de574f338a4f76db28513de2;m=9053a535f8;t=5c93b4400583c;x=e39a30f452a2ab05
kernel:         5.13.6-200.fc34.x86_64
rootdir:        /
runlevel:       N 5
type:           CCpp
uid:            1000

Truncated backtrace:
Thread no. 1 (9 frames)
 #3 _dbus_warn_check_failed at ../../dbus/dbus-internals.c:281
 #4 hop_off_the_bus at ../lib/client_impl.c:152
 #5 gamemode_request at ../lib/client_impl.c:297
 #6 gamemode_request_start at ../lib/gamemode_client.h:257
 #7 call_init at dl-init.c:74
 #9 _dl_init at dl-init.c:121
 #10 _dl_start_user at rtld.c:658
 #11 ??
 #12 ??",None
1982273,"After a dnf update:
2021-07-13T11:56:41-0400 DEBUG Upgraded: coreutils-8.32-30.fc34.x86_64
2021-07-13T11:56:41-0400 DEBUG Upgraded: coreutils-common-8.32-30.fc34.x86_64
2021-07-13T11:56:41-0400 DEBUG Upgraded: policycoreutils-3.2-1.fc34.x86_64
2021-07-13T11:56:41-0400 DEBUG Upgraded: policycoreutils-python-utils-3.2-1.fc34.noarch
2021-07-13T11:56:41-0400 DEBUG Upgraded: python3-policycoreutils-3.2-1.fc34.noarch

we are on 5.12.14-300.fc34.x86_64

Now when logging or su or even scp to root we get:

-bash: uname: command not found
bash: cat: command not found...
Packages providing this file are:
'coreutils'
'coreutils-single'

dnf install coreutils coreutils-single
Last metadata expiration check: 2:26:18 ago on Wed 14 Jul 2021 08:27:01 AM EDT.
Package coreutils-8.32-30.fc34.x86_64 is already installed.
Error:
 Problem: conflicting requests
  - package coreutils-8.32-21.fc34.x86_64 conflicts with coreutils-single provided by coreutils-single-8.32-21.fc34.x86_64
  - package coreutils-8.32-21.fc34.x86_64 conflicts with coreutils-single provided by coreutils-single-8.32-30.fc34.x86_64
  - package coreutils-8.32-30.fc34.x86_64 conflicts with coreutils-single provided by coreutils-single-8.32-21.fc34.x86_64
  - package coreutils-8.32-30.fc34.x86_64 conflicts with coreutils-single provided by coreutils-single-8.32-30.fc34.x86_64",None
