id,reporter,report-time,last-modified,status,priority,severity,product,component,summary/subject/title,class,expected result,observed/actual result,reproducible,steps to reproduce,input,llama,qwen,qwen-coder,link,comments
1982273,RobbieTheK,2021-07-14T15:19:27Z,2021-07-14T20:48:52Z,CLOSED NOTABUG,unspecified,high,Fedora,coreutils,bash: uname: command not found for root user: package coreutils-8.32-21.fc34.x86_64 conflicts with coreutils-single provided by coreutils-single-8.32-21.fc34.x86_64,,,,,,,"To reproduce this bug, you would need a system with Fedora 34 installed and then perform the following steps:

1. Upgrade the system using `dnf update` to ensure all packages are up-to-date.
2. Specifically upgrade coreutils and related packages to version 8.32-30.fc34.x86_64 if they are not already at this version, although this step might be covered by a general `dnf update`.
3. Verify the system is running kernel version 5.12.14-300.fc34.x86_64.
4. Attempt to log in as root or use `su` or `scp` to connect as root and verify that commands like `uname`, `cat`, etc., are not found.

Given these steps, a simplified test case could involve:

```bash
# Ensure the system is updated
sudo dnf update

# Check kernel version
uname -r

# Attempt to reproduce the error by logging in as root or using su/scp
su -

# Inside the su session or after logging in as root
uname
cat --version
```

This sequence checks for the presence of the issue without directly attempting to install conflicting packages, which is not straightforward due to the package manager's conflict resolution mechanisms. The critical part here is observing whether basic commands like `uname` and `cat` are recognized after switching to the root user or logging in as root via a method that might trigger the bug (e.g., `su`, `scp`).",None,None,https://bugzilla.redhat.com/show_bug.cgi?id=1982273,
1960792,Paweł,2021-05-14T22:19:10Z,2021-05-19T01:22:03Z,CLOSED ERRATA,unspecified,unspecified,Fedora,coreutils,rpmbuild fails at the test stage,normal,,"Building a package ends with a failure.

FAIL: tests/ls/stat-free-color.sh",Always,"rpmbuild -bb coreutils.spec
or 
rpmbuild --rebuild coreutils-8.32-24.fc34.src.rpm","$ rpmbuild -bb coreutils.spec 
$ rpmbuild --rebuild coreutils-8.32-24.fc34.src.rpm","Based on the provided log output, it appears that the bug is related to the `ls` command's behavior when displaying colored output and performing stat system calls.

The relevant commands to reproduce the bug are:

1. `mkdir d`
2. `strace -q -o log1 ls --color=always d` (or equivalent using `strace` or another system call tracing tool)
3. `mkdir d/subdir`
4. `touch d/regf`
5. `ln d/regf d/hlink`
6. `ln -s regf d/slink`
7. `ln -s nowhere d/dangle`
8. `strace -q -o log2 ls --color=always d` (or equivalent using `strace` or another system call tracing tool)

The test case seems to be checking if the number of stat system calls performed by `ls` when displaying colored output remains constant, even when additional files and directories are added to the directory being listed. The bug is triggered because the second run of `ls` performs one more stat system call than the first run.

To reproduce the bug, you can use the following test case:

```bash
#!/bin/bash

# Create a directory and subdirectory
mkdir d
mkdir d/subdir

# Create regular files and symlinks
touch d/regf
ln d/regf d/hlink
ln -s regf d/slink
ln -s nowhere d/dangle

# Run ls with colored output and strace to log system calls
strace -q -o log1 ls --color=always d
n_stat1=$(grep -vF +++ log1 | wc -l)

# Add more files or directories (not needed in this case)
# ...

# Run ls again with colored output and strace to log system calls
strace -q -o log2 ls --color=always d
n_stat2=$(grep -vF +++ log2 | wc -l)

# Check if the number of stat system calls has increased
if [ $n_stat1 -ne $n_stat2 ]; then
    echo ""FAIL: Number of stat system calls has changed""
    exit 1
else
    echo ""PASS: Number of stat system calls remains constant""
    exit 0
fi
```

This test case creates the necessary files and directories, runs `ls` with colored output and strace to log system calls, and checks if the number of stat system calls has increased. If the number of stat system calls has changed, it indicates a failure and exits with a non-zero status code.","To reproduce the bug described in the given output, you need to follow a series of steps that involve setting up and running specific tests for the `ls` command within the context of the Coreutils package version 8.32.

### Steps to Reproduce:

1. **Clone or download the Coreutils source code:**
   Ensure you have access to the Coreutils 8.32 source code.
   ```sh
   git clone https://git.savannah.gnu.org/git/coreutils.git
   cd coreutils
   git checkout v8.32
   ```

2. **Build the Coreutils package:**
   You need to configure and build the package so that you have access to the test suite.
   ```sh
   ./bootstrap
   ./configure
   make
   ```

3. **Run the specific test case:**
   The failing test is `tests/ls/stat-free-color.sh`. Navigate to this directory and run it.

   ```sh
   cd tests/ls/
   ../gt-stat-free-color.sh  # or directly: sh stat-free-color.sh
   ```

### Explanation of Test Case:

The `stat-free-color.sh` script checks if the `ls` command can display colored output without making unnecessary system calls (`stat`, `lstat`, etc.). The failing condition is detected when the number of system calls made during different runs (with and without subdirectories) does not match as expected.

#### Key Observations from Logs:
- **log1** (without subdirectory):
  ```sh
  statx(AT_FDCWD, ""d"", AT_STATX_SYNC_AS_STAT, STATX_MODE, {stx_mask=STATX_BASIC_STATS|STATX_MNT_ID, stx_attributes=0, stx_mode=S_IFDIR|0755, stx_size=40, ...}) = 0
  ```

- **log2** (with subdirectory):
  ```sh
  statx(AT_FDCWD, ""d"", AT_STATX_SYNC_AS_STAT, STATX_MODE, {stx_mask=STATX_BASIC_STATS|STATX_MNT_ID, stx_attributes=0, stx_mode=S_IFDIR|0755, stx_size=140, ...}) = 0
  ```

Notice the difference in `stx_size` (directory size) which leads to an unexpected number of system calls.

### Expected Outcome:
The test should pass if the number of `stat`, `lstat`, etc., calls made by the `ls` command is consistent across different directory structures, as expected by the script logic. The failing condition suggests that there may be a discrepancy in how the file system metadata is being handled or cached.

### Debugging Steps:
1. **Check Coreutils Build and Configuration:**
   Ensure your build environment matches the conditions under which this bug was observed.
   
2. **Inspect `ls` Behavior:**
   Use tools like `strace` to inspect the exact system calls made by `ls` in both scenarios.

3. **Review Patch or Changesets:**
   Check for any recent patches or changes that might have affected the behavior of `ls` regarding file metadata handling and caching.

By following these steps, you should be able to reproduce and debug this specific issue related to `ls` performance and system call consistency when displaying colored output with various directory structures.","To reproduce the bug described in the logs, you would need to run a specific test case from the `coreutils` package's testing suite. Specifically, the issue seems to be related to the `ls` command and its behavior with color output when it doesn't have access to the terminal (or when coloring is explicitly disabled).

Here are the steps required to reproduce the bug:

1. **Install coreutils sources:**
   First, you need to download or clone the source code of `coreutils`. If you're using a Linux distribution that supports package management, you might be able to get the source from there. Otherwise, you can clone it directly from the repository.

   ```bash
   git clone https://git.savannah.gnu.org/git/coreutils.git
   cd coreutils
   ```

2. **Prepare the build environment:**
   Follow the standard procedure for building a package from source. You may need to install additional dependencies if they are not already installed on your system.

   ```bash
   ./bootstrap # generate configure script and other files
   ./configure # prepare the build system
   make        # compile the package
   ```

3. **Run the specific test case:**
   The problematic test is `tests/ls/stat-free-color.sh`. Navigate to the tests directory and run this particular test.

   ```bash
   cd tests
   env NO_COLOR=t ./stat-free-color.sh
   ```

   Note that `env NO_COLOR=t` ensures that color output is disabled, which seems to be relevant based on the logs. If you want to replicate the exact environment where it failed (e.g., with a terminal), you can omit this part.

4. **Check the test result:**
   The test should output the results and possibly fail if there's an issue with `ls` behavior in color-free mode. The failure will provide similar logs as those shown in your bug description.

By following these steps, you should be able to reproduce the bug with the `ls` command when used without terminal coloring. If you encounter any issues during the process (like missing dependencies), make sure all required tools and libraries are installed on your system before proceeding with the build and test execution.",https://bugzilla.redhat.com/show_bug.cgi?id=1960792,
1955493,Aurélien Rouëné,2021-04-30T09:02:35Z,2021-04-30T10:47:28Z,CLOSED NOTABUG,unspecified,high,Fedora,coreutils,F34 chmod on btrfs mess up the permissions,normal,,"Doing a chmod other than 777 on a directory in the /home/user mess up the permissions, then permissions are shown as 'd?????????'.",Always,"$ mkdir test                    
$ touch test/file
$ ll -a test     
total 0
drwxr-xr-x. 1 arouene arouene   8 Apr 30 10:47 .
drwx------. 1 arouene arouene 840 Apr 30 10:47 ..
-rw-r--r--. 1 arouene arouene   0 Apr 30 10:47 file

$ chmod 0640 test 
$ ll -a test     
ls: cannot access 'test/.': Permission denied
ls: cannot access 'test/..': Permission denied
ls: cannot access 'test/file': Permission denied
total 0
d????????? ? ? ? ?            ? .
d????????? ? ? ? ?            ? ..
-????????? ? ? ? ?            ? file","$ mkdir test
$ touch test/file
$ ll -a test
$ chmod 0640 test
$ ll -a test
","```bash
mkdir test
touch test/file
chmod 0640 test 
ll -a test
```","mkdir test                    
touch test/file
chmod 0640 test 
ll -a test     ","mkdir test  
touch test/file  
ll -a test  
chmod 0640 test  
ll -a test",https://bugzilla.redhat.com/show_bug.cgi?id=1955493,
1952490,ricky.tigg,2021-04-22T11:44:20Z,2021-04-22T14:46:12Z,CLOSED NOTABUG,unspecified,medium,Fedora,coreutils,Default sorting not applied,normal,Order applied. No addition of empty argument.,"Default sorting – according to alphabetic order – not applied, be the option '-d' part of the command or not.",Always,"$ rpm -qa --queryformat ""%{NAME}-%{VERSION}\n"" automake autoconf m4 mingw64-* | column | sort","$ rpm -qa --queryformat ""%{NAME}-%{VERSION}\n"" automake autoconf m4 mingw64-* | column | sort","```bash
rpm -qa --queryformat ""%{NAME}-%{VERSION}\n"" automake autoconf m4 mingw64-* | column | sort
```","$ rpm -qa --queryformat ""%{NAME}-%{VERSION}\n"" automake autoconf m4 mingw64-* | column | sort

None

The provided command demonstrates the issue described in the bug report but does not provide a specific test case or additional command that can be directly used to reproduce the exact problem with different inputs or under controlled conditions. The reported behavior is observed when executing this command, but no further reproducible test case is explicitly stated beyond this example usage.","```bash
rpm -qa --queryformat ""%{NAME}-%{VERSION}\n"" automake autoconf m4 mingw64-* | column | sort
```",https://bugzilla.redhat.com/show_bug.cgi?id=1952490,
1944688,Vratislav Podzimek,2021-03-30T13:50:50Z,2021-03-30T14:22:43Z,CLOSED DUPLICATE,unspecified,unspecified,Fedora,coreutils,/bin/basename not provided by the coreutils package,normal,,"""/bin/basename"" missing",,"# rpm -qf `which basename`
# rpm -q --provides coreutils","$ rpm -qf `which basename`
$ rpm -q --provides coreutils
","```bash
basename --version
rpm -q --whatprovides /bin/basename
```","None

The provided information does not include a specific bug or issue that needs to be reproduced; it only shows package version and file location details for `basename` as well as the provides list for `coreutils`. No concrete problem or symptom is described, so there are no commands or test cases given that would allow reproducing a bug.",None,https://bugzilla.redhat.com/show_bug.cgi?id=1944688,
1634200,Uri Simchoni,2018-09-28T22:21:06Z,2021-03-30T14:22:41Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,/bin/basename does not appear as provided by coreutils-single,normal,repoquery should list coreutils-single as well.,"/bin/basename is installed, and shows up in local rpm query, but does not show up in repoquery. That appears to be causing a dnf install of an .rpm file which requires /bin/basename to fail.",Always,"1. spin-up a fedora 28 container:
docker run -it --rm fedora:latest /bin/bash
2. use the following commands:
[root@a6cdd04a835c /]# rpm -q coreutils-single
coreutils-single-8.29-7.fc28.x86_64
[root@a6cdd04a835c /]# ls -l /bin/basename  
-r-xr-xr-x. 1 root root 55 May 29 16:33 /bin/basename
[root@a6cdd04a835c /]# rpm -q --whatprovides /bin/basename
coreutils-single-8.29-7.fc28.x86_64
[root@a6cdd04a835c /]# dnf repoquery --whatprovides /bin/basename
Last metadata expiration check: 0:15:37 ago on Fri Sep 28 21:55:41 2018.
coreutils-0:8.29-5.fc28.x86_64
coreutils-0:8.29-7.fc28.x86_64","$ docker run -it --rm fedora:latest /bin/bash
$ rpm -q coreutils-single
$ ls -l /bin/basename
$ rpm -q --whatprovides /bin/basename
$ dnf repoquery --whatprovides /bin/basename","```bash
docker run -it --rm fedora:latest /bin/bash
rpm -q coreutils-single
ls -l /bin/basename  
rpm -q --whatprovides /bin/basename
dnf repoquery --whatprovides /bin/basename
```","docker run -it --rm fedora:latest /bin/bash  
rpm -q coreutils-single  
ls -l /bin/basename  
rpm -q --whatprovides /bin/basename  
dnf repoquery --whatprovides /bin/basename","```bash
dnf repoquery --whatprovides /bin/basename
```",https://bugzilla.redhat.com/show_bug.cgi?id=1634200,
1921427,John.ne1,2021-01-28T00:55:23Z,2021-02-23T00:25:07Z,CLOSED ERRATA,unspecified,medium,Fedora,coreutils,"stat command shows ""UNKNOWN"" as Type for exFAT drive",normal,It must display a file system name at Type e.g exFAT,It does not show a file system name at Type.,Always,"1. Connect exFAT drive to your computer. If you don't have an exFAT drive, just create an exFAT medium with gnome-disk-utility-3.38.0-1.fc33.x86_64

2. Enter this command: stat -f '<file/folder from exFAT drive>'


Sample:

stat -f '/run/media/aurora/LABEL/iiiiiii.txt' 
  File: ""/run/media/aurora/LABEL/iiiiiii.txt""
    ID: 83000000000 Namelen: 1530    Type: UNKNOWN (0x2011bab0)
Block size: 32768      Fundamental block size: 32768
Blocks: Total: 973808     Free: 973801     Available: 973801
Inodes: Total: 0          Free: 0

3. See Type: UNKNOWN (0x2011bab0)",$ stat -f '<file/folder from exFAT drive>',stat -f '/path/to/exFAT/drive',stat -f '/run/media/aurora/LABEL/iiiiiii.txt',stat -f '/run/media/aurora/LABEL/iiiiiii.txt',https://bugzilla.redhat.com/show_bug.cgi?id=1921427,
1921249,Pádraig Brady,2021-01-27T19:16:01Z,2021-02-17T05:08:27Z,CLOSED ERRATA,unspecified,medium,Fedora,coreutils,ls can crash when printing selinux context of unstatable files,,,"ls since 6.9 can crash when printing selinux context,
and encountering an unstatable file (like a missing symlink target).",Always,,,"```bash
mkdir reproducer
cd reproducer
ln -s nonexistent-target symlink
ls -Z
```",None,None,https://bugzilla.redhat.com/show_bug.cgi?id=1921249,
1921246,Pádraig Brady,2021-01-27T19:08:02Z,2021-02-17T05:08:25Z,CLOSED ERRATA,unspecified,unspecified,Fedora,coreutils,split can cause data corruption with --number=K/N construct,,,"split --number=K/N can be used when there isn't enough local storage,
and you want to split input to separate output devices in separate runs.

Ever since v8.26 (so including centos 8), there is a nasty
data corruption issue for any file over 128KiB
as part of the input file is skipped incorrectly.",Always,,,"```bash
split -n l/2 --numeric-suffixes=1 large_file.txt output_
```",None,None,https://bugzilla.redhat.com/show_bug.cgi?id=1921246,
1811038,Mohan Boddu,2020-03-06T13:43:13Z,2021-02-16T19:39:24Z,CLOSED ERRATA,unspecified,unspecified,Fedora,coreutils,/usr/bin/mknod: cannot set permissions of '/dev/random': Operation not supported,,,,,,,"```bash
mknod -m 666 /dev/random c 1 8
```",chroot /var/tmp/lorax/lorax.7xmi9p_a/installtree /usr/bin/mknod -m 666 /dev/random c 1 8,"```bash
chroot /var/tmp/lorax/lorax.7xmi9p_a/installtree /usr/bin/mknod -m 666 /dev/random c 1 8
```",https://bugzilla.redhat.com/show_bug.cgi?id=1811038,
959597,Don Swaner,2013-05-03T22:35:04Z,2021-02-03T17:55:53Z,CLOSED RAWHIDE,unspecified,low,Fedora,coreutils,"Info link ""Note Specifying the Time Zone"" gives ""No such file or directory""",normal,View documentation on Specifying the Time Zone,"Error message ""libc: No such file or directory""",Always,"1. do ""info date"" or ""info who""
2. try to take link ""*Note Specifying the Time Zone ...""","$ info date
$ info who","info date
follow the link ""*Note Specifying the Time Zone with `TZ': (libc)TZ Variable"" 

(or alternatively)

info who
follow the link ""*Note Specifying the Time Zone with `TZ': (libc)TZ Variable""","info date
info who","info date
info who",https://bugzilla.redhat.com/show_bug.cgi?id=959597,
1914537,David Johnston,2021-01-09T15:08:58Z,2021-01-27T08:05:12Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,`sort -n -u` does not work with IPv4 addresses,normal,"$?=0
Bar and Baz both contain 16 lines","$?=1
Bar contains 8 lines
Baz contains 16 lines",,"1. Take a file Foo, with a list of IPs, one per line, with duplicates
2. sort -n -u < Foo > Bar
3. sort -n  < Foo | uniq > Baz
4. diff Bar Baz","$ sort -n -u < Foo > Bar  
$ sort -n < Foo | uniq > Baz  
$ diff Bar Baz","```bash
# Create a file Foo with a list of IPs, one per line, with duplicates
echo ""192.168.1.1"" > Foo
echo ""192.168.1.2"" >> Foo
echo ""192.168.1.3"" >> Foo
echo ""192.168.1.1"" >> Foo
echo ""192.168.1.4"" >> Foo
echo ""192.168.1.5"" >> Foo
echo ""192.168.1.2"" >> Foo
echo ""192.168.1.6"" >> Foo
echo ""192.168.1.7"" >> Foo
echo ""192.168.1.8"" >> Foo
echo ""192.168.1.3"" >> Foo
echo ""192.168.1.9"" >> Foo
echo ""192.168.1.10"" >> Foo
echo ""192.168.1.4"" >> Foo
echo ""192.168.1.11"" >> Foo
echo ""192.168.1.12"" >> Foo
echo ""192.168.1.5"" >> Foo
echo ""192.168.1.13"" >> Foo
echo ""192.168.1.14"" >> Foo
echo ""192.168.1.6"" >> Foo
echo ""192.168.1.15"" >> Foo
echo ""192.168.1.16"" >> Foo

# Reproduce the bug
sort -n -u < Foo > Bar
sort -n < Foo | uniq > Baz

# Verify the results
diff Bar Baz
```","None

The provided bug report includes steps that outline how to observe the discrepancy but does not provide an explicit command or test case to directly trigger and reproduce the bug itself with a specific file content example. The steps are descriptive and instructive on how one could check for the issue given a suitable input file, Foo, but they do not give a concrete minimal example of input data that would definitively demonstrate the error in behavior.",None,https://bugzilla.redhat.com/show_bug.cgi?id=1914537,
